card_id,corpus,traj_id,task,agent,model,reward,n_steps,t,w,kind,placeholder_frac,max_msg_repeat_frac,hint,max_sig_run,final_stall
d_tb2_break-filter-js-from-html__J2d7BGR_67,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,67,10,dense2,0.022,0.333,12.77,1,76
d_tb2_break-filter-js-from-html__J2d7BGR_69,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,69,10,dense2,0.022,0.333,12.77,1,76
d_tb2_break-filter-js-from-html__J2d7BGR_73,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,73,10,dense2,0.022,0.333,12.77,1,76
d_tb2_break-filter-js-from-html__J2d7BGR_77,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,77,10,dense2,0.022,0.333,12.77,1,76
d_tb2_break-filter-js-from-html__J2d7BGR_79,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,79,10,dense2,0.022,0.333,12.77,1,76
d_tb2_break-filter-js-from-html__J2d7BGR_83,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,83,10,dense2,0.022,0.333,12.77,1,76
d_tb2_break-filter-js-from-html__J2d7BGR_87,tb2,break-filter-js-from-html__J2d7BGR,break-filter-js-from-html,deepagent-harbor,gpt-5.2-codex@openai,1,91,87,10,dense2,0.022,0.333,12.77,1,76
d_tb2_build-cython-ext__JrNsKeV_9,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,9,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_15,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,15,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_27,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,27,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_33,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,33,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_39,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,39,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_45,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,45,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_51,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,51,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_59,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,59,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_65,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,65,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_71,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,71,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_77,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,77,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_83,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,83,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_89,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,89,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_95,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,95,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_101,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,101,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_109,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,109,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_115,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,115,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_121,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,121,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_127,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,127,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_133,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,133,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_139,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,139,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_145,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,145,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-cython-ext__JrNsKeV_151,tb2,build-cython-ext__JrNsKeV,build-cython-ext,terminus-2,openai/gpt-oss-20b@together_ai,0,158,151,10,dense2,0.006,0.027,2.98,1,0
d_tb2_build-pov-ray__6eHBkqP_11,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,11,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_15,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,15,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_17,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,17,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_21,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,21,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_25,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,25,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_29,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,29,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_33,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,33,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_35,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,35,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_39,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,39,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_41,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,41,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__6eHBkqP_43,tb2,build-pov-ray__6eHBkqP,build-pov-ray,judy,claude-opus-4.6@anthropic,1,44,43,10,dense2,0.068,0.036,30.45,27,35
d_tb2_build-pov-ray__KS3ejPb_11,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,11,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_13,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,13,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_17,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,17,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_21,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,21,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_23,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,23,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_25,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,25,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_27,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,27,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_29,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,29,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_31,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,31,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_35,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,35,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__KS3ejPb_37,tb2,build-pov-ray__KS3ejPb,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,40,37,10,dense2,0.425,0.026,0.48,1,2
d_tb2_build-pov-ray__bMc6qiA_9,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,9,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_25,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,25,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_33,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,33,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_41,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,41,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_49,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,49,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_57,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,57,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_65,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,65,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_73,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,73,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_81,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,81,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_89,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,89,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_97,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,97,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_105,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,105,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_113,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,113,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_121,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,121,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_129,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,129,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_137,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,137,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_145,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,145,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_153,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,153,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_161,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,161,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_169,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,169,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_177,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,177,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_185,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,185,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__bMc6qiA_193,tb2,build-pov-ray__bMc6qiA,build-pov-ray,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,0,201,193,10,dense2,0.378,0.259,69.79,72,0
d_tb2_build-pov-ray__oboi8x8_11,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,11,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_13,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,13,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_17,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,17,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_19,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,19,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_23,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,23,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_25,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,25,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_27,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,27,10,dense2,0.343,0.029,1.67,1,9
d_tb2_build-pov-ray__oboi8x8_33,tb2,build-pov-ray__oboi8x8,build-pov-ray,gemini-cli,gemini-2.5-pro@gemini,1,35,33,10,dense2,0.343,0.029,1.67,1,9
d_tb2_caffe-cifar-10__zjg6gBb_9,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,9,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_11,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,11,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_13,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,13,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_15,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,15,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_17,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,17,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_19,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,19,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_21,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,21,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_23,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,23,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_25,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,25,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_29,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,29,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_33,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,33,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_37,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,37,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_39,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,39,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_41,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,41,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_43,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,43,10,dense2,0.041,0.029,33.61,28,48
d_tb2_caffe-cifar-10__zjg6gBb_45,tb2,caffe-cifar-10__zjg6gBb,caffe-cifar-10,judy,claude-opus-4.6@anthropic,0,49,45,10,dense2,0.041,0.029,33.61,28,48
d_tb2_cobol-modernization__z8rbv6p_9,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,9,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_11,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,11,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_17,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,17,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_21,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,21,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_23,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,23,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_27,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,27,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_29,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,29,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_33,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,33,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_39,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,39,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_41,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,41,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_45,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,45,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_47,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,47,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_51,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,51,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_53,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,53,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_59,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,59,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_63,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,63,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_65,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,65,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_69,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,69,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_71,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,71,10,dense2,0.037,0.333,12.28,3,73
d_tb2_cobol-modernization__z8rbv6p_75,tb2,cobol-modernization__z8rbv6p,cobol-modernization,deepagent-harbor,gpt-5.2-codex@openai,1,80,75,10,dense2,0.037,0.333,12.28,3,73
